"Date","Forecast"
2024-07-06,0
2024-07-07,6.87782652716841
2024-07-08,6.375
2024-07-09,6.31213017751479
2024-07-10,6.31213017751479
2024-07-11,6.31213017751479
2024-07-12,6.31213017751479
